chunk_id,source,progress,timestamp
24,SOURCE,1,1779878783.3378813
22,SOURCE,2,1779878788.8343177
6,SOURCE,3,1779878797.696672
3,SOURCE,4,1779878797.6976602
27,SOURCE,5,1779878804.1364138
10,SOURCE,6,1779878804.1373737
29,SOURCE,7,1779878810.5758753
9,SOURCE,8,1779878810.5768144
8,SOURCE,9,1779878810.577492
32,SOURCE,10,1779878810.5783768
35,SOURCE,11,1779878810.5790153
31,SOURCE,12,1779878814.323489
37,SOURCE,13,1779878851.5878382
26,SOURCE,14,1779878851.7866325
16,SOURCE,15,1779878851.7875962
15,SOURCE,16,1779878851.788555
23,SOURCE,17,1779878851.7892728
18,SOURCE,18,1779878851.7899573
4,SOURCE,19,1779878851.790664
20,SOURCE,20,1779878851.7931366
36,SOURCE,21,1779878851.793896
33,SOURCE,22,1779878851.7946615
1,SOURCE,23,1779878851.795402
28,SOURCE,24,1779878851.7961383
13,SOURCE,25,1779878851.7968578
12,SOURCE,26,1779878851.7976897
34,SOURCE,27,1779878851.7983153
14,SOURCE,28,1779878851.7991507
21,SOURCE,29,1779878851.7998943
7,SOURCE,30,1779878851.800595
19,SOURCE,31,1779878851.8012996
5,SOURCE,32,1779878851.8020837
2,SOURCE,33,1779878851.8028564
11,SOURCE,34,1779878851.803619
0,SOURCE,35,1779878851.8044853
30,SOURCE,36,1779878851.8051908
25,SOURCE,37,1779878851.8063438
17,SOURCE,38,1779878899.5826137













33,SOURCE,1,1779880637.0160854
4,SOURCE,2,1779880637.2146206
25,SOURCE,3,1779880639.702724
8,SOURCE,4,1779880639.703655
6,SOURCE,5,1779880640.9394226
31,SOURCE,6,1779880660.2716393
2,SOURCE,7,1779880692.5840256
23,HELPER_DIRECT,8,1779880735.8323033
17,HELPER_DIRECT,9,1779880737.1699445
30,HELPER,10,1779880737.1708915
9,HELPER,11,1779880737.1717422
15,HELPER,12,1779880737.1722724
21,HELPER,13,1779880737.172993
35,HELPER,14,1779880737.173655
26,HELPER,15,1779880737.1744115
34,HELPER,16,1779880737.1751683
29,HELPER,17,1779880737.1759138
18,HELPER,18,1779880737.176645
20,HELPER_DIRECT,19,1779880749.7769372
24,HELPER_DIRECT,20,1779880755.8253307
13,HELPER,21,1779880755.8262799
1,HELPER,22,1779880755.826964
22,HELPER,23,1779880755.8277543
28,HELPER,24,1779880755.828467
10,HELPER,25,1779880755.8292236
37,HELPER_DIRECT,26,1779880758.500875
36,HELPER,27,1779880758.501783
27,HELPER,28,1779880758.5043352
32,HELPER,29,1779880758.5049932
3,HELPER_DIRECT,30,1779880759.672854
16,HELPER_DIRECT,31,1779880762.1648974
11,HELPER,32,1779880762.1658733
19,HELPER_DIRECT,33,1779880762.280871
12,HELPER_DIRECT,34,1779880771.0728002
5,HELPER,35,1779880771.073812
0,HELPER_DIRECT,36,1779880772.1374695
14,HELPER,37,1779880772.138422
7,SOURCE,38,1779880958.3595424





26,SOURCE,0,1,1780130591.7449682
34,SOURCE,0,2,1780130592.8451953
25,SOURCE,0,3,1780130604.767509
32,SOURCE,0,4,1780130604.770608
28,SOURCE,0,5,1780130615.7240274
14,SOURCE,0,6,1780130616.8096516
4,SOURCE,0,7,1780130626.6495728
13,SOURCE,0,8,1780130636.4544013
23,SOURCE,0,9,1780130637.5370657
6,SOURCE,0,10,1780130638.619608
9,SOURCE,0,11,1780130638.6204762
7,SOURCE,0,12,1780130651.6953523
1,SOURCE,0,13,1780130660.458825
31,SOURCE,0,14,1780130660.459711
22,SOURCE,0,15,1780130661.5445707
2,SOURCE,0,16,1780130663.7275767
36,SOURCE,0,17,1780130663.7283978
17,SOURCE,0,18,1780130663.7292285
0,SOURCE,0,19,1780130663.7299607
5,SOURCE,0,20,1780130663.7307098
33,SOURCE,0,21,1780130663.731437
37,SOURCE,0,22,1780130674.3931897
29,SOURCE,0,23,1780130674.3942175
8,SOURCE,0,24,1780130676.6492548
3,SOURCE,0,25,1780130676.6502101
15,SOURCE,0,26,1780130686.6528416
18,SOURCE,0,27,1780130688.9153035
11,SOURCE,0,28,1780130688.9162552
10,SOURCE,0,29,1780130688.9169743
12,SOURCE,0,30,1780130688.9178314
16,SOURCE,0,31,1780130688.9184651
35,SOURCE,0,32,1780130688.9210665
30,SOURCE,0,33,1780130688.921694
24,SOURCE,0,34,1780130688.9224472
19,SOURCE,0,35,1780130688.923208
20,SOURCE,0,36,1780130688.92396
21,SOURCE,0,37,1780130688.924737
27,SOURCE,0,38,1780130688.9254663
14,SOURCE,0,1,1780130959.368667
19,SOURCE,0,2,1780130984.4212234
16,SOURCE,0,3,1780130999.2956138
5,SOURCE,0,4,1780131007.4114738
29,SOURCE,0,5,1780131009.792884
23,SOURCE,0,6,1780131009.793795
26,SOURCE,0,7,1780131031.3147523
20,SOURCE,0,8,1780131031.3157952
34,SOURCE,0,9,1780131031.3165288
7,SOURCE,0,10,1780131033.7571044
36,SOURCE,0,11,1780131056.8053794
1,SOURCE,0,12,1780131056.8059382
25,SOURCE,0,13,1780131056.809
31,SOURCE,0,1,1780131091.991509
25,SOURCE,0,2,1780131093.074947
29,SOURCE,0,3,1780131094.3756213
9,SOURCE,0,4,1780131102.9334996
0,SOURCE,0,5,1780131126.897041
12,SOURCE,0,6,1780131129.0831928
30,SOURCE,0,7,1780131153.064215
33,SOURCE,0,8,1780131166.3923733
26,SOURCE,0,9,1780131178.5140722
15,SOURCE,0,10,1780131178.5143504
7,SOURCE,0,11,1780131198.9321072
6,SOURCE,0,12,1780131198.9328961
